polytechnic_name,polytechnic_code,probidhan,Session_year,student_roll,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8
"Pirgonj Polytechnic Institute, Thakurgaon",12097,2022,2022-2023,701027,null,null,3.82,null,null,null,null,null
"Pirgonj Polytechnic Institute, Thakurgaon",12097,2022,2022-2023,701028,null,null,4.00,null,null,null,null,null
"Pirgonj Polytechnic Institute, Thakurgaon",12097,2022,2022-2023,701030,null,null,3.81,null,null,null,null,null
"Pirgonj Polytechnic Institute, Thakurgaon",12097,2022,2022-2023,701032,null,null,3.76,null,null,null,null,null
"Pirgonj Polytechnic Institute, Thakurgaon",12097,2022,2022-2023,701048,null,null,3.80,null,null,null,null,null
"Pirgonj Polytechnic Institute, Thakurgaon",12097,2022,2022-2023,701049,null,null,3.76,null,null,null,null,null
"Pirgonj Polytechnic Institute, Thakurgaon",12097,2022,2022-2023,793005,null,null,3.74,null,null,null,null,null
"Life Line Polytechnic Institute, Thakurgaon",12100,2022,2022-2023,701052,null,null,3.86,null,null,null,null,null
"Life Line Polytechnic Institute, Thakurgaon",12100,2022,2022-2023,701064,null,null,3.20,null,null,null,null,null
"Life Line Polytechnic Institute, Thakurgaon",12100,2022,2022-2023,701072,null,null,3.56,null,null,null,null,null
"Life Line Polytechnic Institute, Thakurgaon",12100,2022,2022-2023,701151,null,null,3.07,null,null,null,null,null
"Social Polytechnic Institute, Thakurgaon",12119,2022,2022-2023,701196,null,null,3.37,null,null,null,null,null
"Social Polytechnic Institute, Thakurgaon",12119,2022,2022-2023,701206,null,null,3.40,null,null,null,null,null
"Social Polytechnic Institute, Thakurgaon",12119,2022,2022-2023,790089,null,null,3.79,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,690163,null,null,3.71,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701284,null,null,3.90,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701290,null,null,4.00,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701291,null,null,3.86,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701294,null,null,3.71,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701295,null,null,3.81,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701296,null,null,3.69,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701300,null,null,3.57,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701303,null,null,3.87,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701306,null,null,3.90,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701315,null,null,3.42,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701316,null,null,3.75,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701323,null,null,3.73,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701332,null,null,3.54,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701338,null,null,3.23,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701341,null,null,3.45,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701343,null,null,3.38,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701344,null,null,3.44,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701345,null,null,3.95,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701351,null,null,3.77,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701360,null,null,3.68,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701363,null,null,3.56,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701366,null,null,3.58,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701368,null,null,3.70,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701379,null,null,3.85,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,701381,null,null,3.38,null,null,null,null,null
Ranisankail Ideal Non,12143,2022,2022-2023,794793,null,null,3.46,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,601824,null,null,2.48,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,700227,null,null,2.60,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,700244,null,null,3.49,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,700590,null,null,3.10,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,700686,null,null,3.49,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701387,null,null,2.63,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701403,null,null,3.14,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701404,null,null,3.76,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701410,null,null,3.58,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701417,null,null,2.60,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701422,null,null,3.27,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701423,null,null,3.71,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701426,null,null,3.54,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701430,null,null,3.31,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701449,null,null,2.73,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701456,null,null,3.39,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701459,null,null,2.88,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701463,null,null,3.36,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701469,null,null,3.79,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701495,null,null,3.64,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701500,null,null,2.74,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701502,null,null,3.11,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701503,null,null,2.69,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701536,null,null,2.73,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701541,null,null,3.57,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701547,null,null,3.21,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701550,null,null,3.95,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701552,null,null,3.81,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701555,null,null,2.79,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701560,null,null,3.71,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701563,null,null,3.60,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701564,null,null,3.67,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701565,null,null,3.17,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701567,null,null,3.29,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701568,null,null,3.62,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701574,null,null,2.81,null,null,null,null,null
"Dinajpur Polytechnic Institute, Dinajpur",13085,2022,2022-2023,701575,null,null,2.95,null,null,null,null,null
